Link,ID,Version,Shipname,Launch,H.,P.,Type,B.M.,Disp.,Guns,Fate,S.B.,Note
,1094,1,Orion,1879,I,S,Central battery ironclad,,4870,4,1913,,Laid down as Turkish Buruc-i-Zaffer. Purchased on stocks. 1909.12 = Orontes depot ship.
,1094,2,Orontes,1909,,,,,,,,,Orion 1879
ShowShip.php?id=93,1095,0,Orlando,1858,W,S,Frigate,3740,5643,40,1871,339,
ShowShip.php?id=1837,1096,0,Orontes,1862,I,S,Troopship,2812,4857,3,1893,340,1876 lengthened 5600 disp
ShowShip.php?id=2438,1099,0,Orpheus,1809,W,W,5th rate,947,,36,1819,,
ShowShip.php?id=121,1100,0,Orpheus,1860,W,S,Corvette,1706,2365,21,1863,,1863.02.07 wrecked Manukau Bar New Zealand
,1101,0,Orwell,1866,W,S,Gunboat,268,330,2,1890,,1890 sold Customs Board
,1103,0,Osborne,1870,W,P,Yacht,1856,,,1908,342,
ShowShip.php?id=1842,1104,0,Osprey,1844,W,W,Brig,425,,12,1846,,1846.03.11 wreched off Hokianga New Zealand
ShowShip.php?id=1843,1105,0,Osprey,1856,W,S,Gunvessel,682,,4,1867,343,1867.05.30 wrecked off Cape St. Francis Algoa Bay South Africa
ShowShip.php?id=1844,1106,0,Otter,1837,W,P,Packet,237,,,1893,344,
ShowShip.php?id=1845,1107,0,Owen Glendower,1808,W,W,5th rate,951,,36,1884,,1842 convict ship
,1108,0,Pacific,1844,,,Receiving ship,110,,,1868,,Purchased. (later?) light vessel at the Cape of Good Hope
ShowShip.php?id=2439,1109,0,Pallas,1804,W,W,5th rate,667,,32,1810,,1810.12.18 wrecked in Firth of Forth
ShowShip.php?id=1847,1110,0,Pallas,1818,W,W,5th rate,951,,36,1862,,1836 c.h.
ShowShip.php?id=1848,1111,0,Pallas,1865,W,S,Central battery ironclad corvette,2372,3661,6,1886,345,
,1112,0,Pandora,1813,W,W,Brig-sloop,383,,18,1831,,
ShowShip.php?id=1849,1113,0,Pandora,1833,W,W,Packet brig,319,,3,1862,,1857 Coastguard watch vessel
ShowShip.php?id=1850,1114,0,Pandora,1861,W,S,Gunvessel,428,570,5,1875,346,
ShowShip.php?id=1851,1115,0,Pantaloon,1831,W,W,Brig,340,,10,1852,,Purchased
ShowShip.php?id=166,1116,0,Pantaloon,1860,W,S,Sloop,574,798,11,1867,347,
,1117,0,Parthian,1856,W,S,Gunboat,232,,4,1864,,
ShowShip.php?id=1853,1118,0,Partridge,1829,W,W,Brig-sloop,231,,10,1864,,
ShowShip.php?id=1854,1119,0,Partridge,1856,W,S,Gunboat,232,,4,1864,,
ShowShip.php?id=2440,1120,0,Paz,1807,W,W,Schooner,,,12,1814,,1807.02.03 Captured from Spanish at Montevideo
ShowShip.php?id=1855,1121,0,Peacock,1856,W,S,Gunboat,232,,4,1869,348,
ShowShip.php?id=1856,1122,0,Pearl,1828,W,W,Sloop,558,,20,1851,,
ShowShip.php?id=122,1123,0,Pearl,1855,W,S,Corvette,1469,2187,21,1884,349,
ShowShip.php?id=2504,1124,1,Pearlen,1807,W,W,5th rate,1204,,38,1846,,1807.09.07 captured from Danes at Copenhagen. 1811 = Perlen. 1813.03 lazaretto. 1836 = Perlin
ShowShip.php?id=2505,1124,2,Perlen,1811,,,,,,,,,Pearlen 1807
ShowShip.php?id=2498,1124,3,Perlin,1836,,,,,,,,,Pearlen 1807
,1125,0,Pegasus,1878,C,S,Sloop,,1130,6,1892,,
ShowShip.php?id=1858,1126,0,Pelican,1812,W,W,Brig-sloop,385,,18,1865,,1863 = WV.29
ShowShip.php?id=167,1127,0,Pelican,1860,W,S,Sloop (1862: Corvette),952,1365,17,1869,350,Sold as Hawk. resold to Portuguese navy as Infanta Dom Henrique. Launched 1860.07.09
ShowShip.php?id=2352,1128,0,Pelorus,1808,W,W,Brig-sloop,385,,18,1841,,1839.11.25 wrecked in a cyclone at Port Essington N.T. Australia but subsequently raised and repaired
ShowShip.php?id=123,1129,0,Pelorus,1857,W,S,Corvette,1462,2330,21,1869,351,
ShowShip.php?id=1860,1130,0,Pelter,1813,W,W,Gun-brig,184,,12,1862,,1827 Coastguard
ShowShip.php?id=1861,1131,0,Pelter,1854,W,S,Gunboat,216,,4,1864,,
,1132,0,Pelter,1867,,,Tank vessel,,,,1905,352,
ShowShip.php?id=66,1133,1,Pembroke,1812,W,W,3rd rate,1758,,74,1905,,1855 screw blockship 60 guns. 1858 Coastguard. 1873 base ship at Chatham. 1890 = Forte r.s.
ShowShip.php?id=1474,1133,2,Forte,1890,,,,,,,,,Pembroke 1812
ShowShip.php?id=1864,1136,0,Penelope,1829,W,W,5th rate,1091,,46,1864,,1843 paddle 1616 bm 12 guns
ShowShip.php?id=1865,1137,0,Penelope,1867,C,S,Central battery ironclad corvette,3096,4470,11,1912,353,1891 guard ship. 1897 prison hulk
ShowShip.php?id=1866,1138,0,Penguin,1838,W,W,Packet brig,360,,6,1871,,1857 Coastguard watch vessel. 1863 = WV.31
ShowShip.php?id=1867,1139,0,Penguin,1860,W,S,Gunvessel,428,570,5,1870,354,
ShowShip.php?id=2587,1140,0,Penguin,1876,C,S,Sloop,,1130,6,1924,,1890 = survey ship. 1908 = d.s. 1913 to R.Aust.N.
ShowShip.php?id=1868,1143,0,Perseus,1812,W,W,6th rate,522,,22,1850,,1818 h.s.
ShowShip.php?id=168,1144,1,Perseus,1861,W,S,Sloop (1862: Corvette),955,1365,17,1931,,1904 = Defiance II
ShowShip.php?id=1333,1144,2,Defiance II,1904,,,,,,,,,Perseus 1861
ShowShip.php?id=1869,1145,0,Perseverance,1854,I,S,Troopship,1967,,,1860,,
,1146,0,Perseverance,1875,I,P,Tug,280,538,0,1911,,
ShowShip.php?id=1870,1147,0,Persian,1839,W,W,Brig-sloop,484,,16,1866,,
ShowShip.php?id=1871,1148,0,Pert,1856,W,S,Gunboat,212,,2,1864,,
,1149,0,Pert,1868,C,S,Gunvessel,464,,4,1888,355,
ShowShip.php?id=1873,1150,0,Pet,1856,W,S,Gunboat,212,,2,1904,356,1865 hulk
ShowShip.php?id=1874,1151,0,Peterel,1838,W,W,Packet brig,359,,6,1862,,
ShowShip.php?id=169,1152,0,Peterel,1860,W,S,Sloop,669,847,11,1901,357,1885 c.h.
ShowShip.php?id=195,1153,0,Phaeton,1848,W,W,5th rate,1942,,50,1875,358,1859 screw
,1154,0,Pheasant,1856,W,S,Gunboat,232,,4,1877,359,
ShowShip.php?id=2441,1155,0,Philomel,1823,W,W,Brig-sloop,236,,10,1833,,
ShowShip.php?id=1876,1156,0,Philomel,1842,W,W,Brig,360,,8,1870,,1857 Coastguard watch vessel. 1863 = WV.23. 1869 foundered in the Swalve salved and broken up
ShowShip.php?id=1877,1157,0,Philomel,1860,W,S,Gunboat,428,570,5,1865,360,
,1158,0,Philomel,1867,W,S,Gunvessel,,774,3,1886,361,
ShowShip.php?id=2506,1159,0,Phoebe,1795,W,W,5th rate,926,,36,1841,,1826.10 Slop ship
ShowShip.php?id=196,1160,0,Phoebe,1854,W,W,4th rate,2044,,51,1875,362,1860 screw 2895 bm 3584 disp
ShowShip.php?id=2442,1161,0,Phoenix,1783,W,W,5th rate,884,,36,1816,,1816.02.20 wrecked near Smyrna
ShowShip.php?id=200,1162,0,Phoenix,1832,W,P,2nd class sloop,812,1024,6,1864,,1845 screw
ShowShip.php?id=2353,1163,0,Pickle,1827,W,W,Schooner,118,,3,1847,,
,1164,0,Pickle,1855,W,W,Mortar vessel,155,,1,1865,,1855.10 = MV.22
,1165,0,Pickle,1856,W,S,Gunboat,232,,4,1864,,
,1166,0,Pickle,1872,I,S,Gunboat,,254,1,1906,363,
,1168,0,Pigeon,1860,W,S,Gunboat,268,330,2,1876,,
ShowShip.php?id=1884,1169,0,Pigmy,1837,W,P,Packet,227,,,1879,364,
ShowShip.php?id=2444,1170,0,Pike,1813,W,W,Schooner,251,,14,1836,,Captured American Dart. 1836.02.05 wrecked off Jamaica
ShowShip.php?id=1885,1171,0,Pike,1837,W,P,Packet,111,,,1868,,
,1172,0,Pike,1872,I,S,Gunboat,,254,1,1920,,1908 boom defence vessel
ShowShip.php?id=1887,1173,0,Pilot,1838,W,W,Brig-sloop,485,,16,1862,,
ShowShip.php?id=1888,1174,0,Pincher,1854,W,S,Gunboat,216,,4,1864,,
ShowShip.php?id=1889,1175,0,Pioneer,1810,W,W,Cutter,197,,12,1849,,1813 schooner. 1819 cutter. 1824 Coastguard
ShowShip.php?id=1890,1176,0,Pioneer,1850,W,S,Discovery vessel,342,,,1854,,
ShowShip.php?id=1891,1177,0,Pioneer,1856,W,S,Gunvessel,868,,4,1864,365,
,1178,0,Pioneer,1863,I,P,Turret gunboat,295,,2,1866,,Sternwheel. 1866 grounded New Zealand
,1179,0,Pioneer,1864,W,P,Survey vessel,,,,1873,,Transferred from Colonial Office
,1180,0,Pioneer,1874,C,P,Vessel,576,,6,1888,,
ShowShip.php?id=1895,1181,0,Pique,1834,W,W,5th rate,1633,,36,1910,,1872 r.s. 1882 lent as hospital hulk
ShowShip.php?id=1896,1182,0,Pitt,1816,W,W,3rd rate,1751,,74,1877,,1853 c.h.
ShowShip.php?id=2507,1184,0,Plover,1821,W,W,Brig-sloop,237,,10,1841,,
ShowShip.php?id=1898,1185,0,Plover,1842,W,W,Survey cutter,237,,,1854,,
ShowShip.php?id=1899,1186,0,Plover,1855,W,S,Gunboat,232,,4,1859,,1859.06.25 abandoned as total loss at Peiho
ShowShip.php?id=1900,1187,0,Plover,1860,W,S,Gunvessel,428,570,5,1865,366,
,1188,0,Plover,1867,W,S,Gunvessel,663,805,3,1885,367,
,1189,0,Plucky,1856,,,Steam tender,212,,,1858,,Purchased
,1190,1,Plucky,1870,I,S,Gunboat,196,213,1,1928,368,Prototype flatiron. 1915 = Banterer
,1190,2,Banterer,1915,,,,,,,,,Plucky 1870
ShowShip.php?id=2446,1191,0,Plumper,1813,W,W,Gun-brig,181,,12,1833,,
ShowShip.php?id=170,1192,0,Plumper,1848,W,S,Sloop,490,652,8,1865,369,1856 survey vessel
ShowShip.php?id=1904,1193,0,Pluto,1831,W,P,Gunvessel,365,,,1861,,
ShowShip.php?id=1906,1196,0,Poictiers,1809,W,W,3rd rate,1765,,74,1857,,
ShowShip.php?id=1907,1197,0,Polyphemus,1840,W,P,Sloop,800,878,5,1856,,1856.01.29 wrecked Jutland
ShowShip.php?id=1908,1198,0,Porcupine,1844,W,P,Vessel,382,490,3,1883,370,
,1199,0,Porpoise,1855,W,W,Mortar vessel,117,,1,1885,,1855.10 = MV.8. 1866 hulked as bathing place
,1200,0,Porpoise,1856,W,S,Gunboat,232,,4,1864,,
ShowShip.php?id=1911,1201,0,Portland,1822,W,W,4th rate,1476,,52,1862,,Laid down as Kingston
ShowShip.php?id=1912,1202,0,Portsmouth,1742,W,W,Yacht,83,,6,1869,,1794 rebuilt 102 bm
ShowShip.php?id=1913,1203,0,Powerful,1826,W,W,2nd rate,2296,,84,1864,,1860 target
ShowShip.php?id=1915,1205,1,President,1829,W,W,4th rate,1537,,52,1903,,1862 RNR drill ship. 1903 = Old President
ShowShip.php?id=1831,1205,3,Old President,1903,,,,,,,,,President 1829
ShowShip.php?id=2523,1206,0,Primrose,1810,W,W,Brig-sloop,383,,18,1832,,
,1207,0,Primrose,1856,W,S,Gunboat,232,,4,1864,,
,1208,0,Prince Albert,1864,I,S,Coast defence turret ship,2537,3687,4,1899,371,
ShowShip.php?id=1919,1209,0,Prince Consort,1862,W,S,Broadside ironclad frigate,4045,6832,31,1882,372,Laid down as Triumph 2nd rate 91 guns
ShowShip.php?id=2566,1210,0,Prince George,1895,S,S,Battleship,,14900,16,1921,,
ShowShip.php?id=34,1211,0,Prince Regent,1823,W,W,1st rate,2613,,120,1873,373,1861 screw
ShowShip.php?id=3,1212,1,Prince of Wales,1860,W,S,1st rate,3994,6201,121,1916,64,Converted to screw on stocks. 1869 = Britannia t.s. in River Dart. 1909 hulk
ShowShip.php?id=1165,1212,2,Britannia,1869,,,,,,,,64,Prince of Wales 1860
ShowShip.php?id=1920,1213,0,Princess Alice,1844,I,P,Packet,270,,1,1878,,Purchased
ShowShip.php?id=1921,1214,0,Princess Charlotte,1825,W,W,1st rate,2443,,104,1875,,1858 r.s. 1875 broken up at Canton
ShowShip.php?id=35,1215,0,Princess Royal,1853,W,S,2nd rate,3129,4540,91,1872,374,Laid down as Prince Albert
ShowShip.php?id=1922,1216,0,Procris,1856,W,S,Gunboat,232,,4,1893,375,1869 hulk
,1217,0,Progresso,1844,W,W,Tankvessel,,,,1869,,ex-slaver purchased
ShowShip.php?id=1924,1218,1,Prometheus,1807,W,W,Fireship,432,,,1852,,1819 h.s. 1839 = Veteran
ShowShip.php?id=2242,1218,2,Veteran,1839,,,,,,,,,Prometheus 1807
ShowShip.php?id=1925,1219,0,Prometheus,1839,W,P,Sloop,800,878,5,1863,,
ShowShip.php?id=2540,1220,0,Prompt,1842,W,W,,61,,,1845,,
,1221,0,Prompt,1845,W,W,Schooner,,,,1847,,ex-slaver purchased
,1222,0,Prompt,1855,W,W,Mortar vessel,155,,1,1865,,1855.10 = MV.21
,1223,0,Prompt,1856,W,S,Gunboat,232,,4,1864,376,
,1224,0,Prompt,1867,I,P,Tug,120,136,0,1922,377,
ShowShip.php?id=1930,1225,0,Prosperine,1830,W,W,5th rate,1063,,46,1864,,
ShowShip.php?id=1931,1226,0,Prospero,1837,W,P,Packet,249,,,1866,,
,1227,0,Providence,1866,W,W,Coastguard cutter,40,,,1870,,
ShowShip.php?id=1933,1228,0,Psyche,1862,W,P,Dispatch vessel,835,985,2,1870,378,1870.12.15 wrecked Catania
ShowShip.php?id=1934,1229,0,Pylades,1824,W,W,Sloop,433,,18,1845,,
ShowShip.php?id=124,1230,0,Pylades,1854,W,S,Corvette,1278,1991,21,1875,,
ShowShip.php?id=2590,1231,0,Pylades,1884,C,S,Gunvessel,,1420,12,1906,,1884 reclassed as corvette
ShowShip.php?id=2510,1232,0,Pyramus,1810,W,W,5th rate,920,,36,1879,,1832 r.s.
ShowShip.php?id=1935,1233,0,Quail,1830,W,W,Cutter,108,,4,1859,,To Liberian govt
ShowShip.php?id=1936,1234,0,Quail,1856,W,S,Gunboat,232,,4,1861,379,
ShowShip.php?id=36,1235,0,Queen,1839,W,W,1st rate,3104,,110,1871,380,Laid down as Royal Frederick. 1859 screw 86 guns 3249 bm
ShowShip.php?id=1937,1236,1,Queen Charlotte,1810,W,W,1st rate,2289,,104,1892,,1859 = Excellent gunnery ship
ShowShip.php?id=1940,1238,0,Racehorse,1830,W,W,Sloop,438,,18,1901,,1860 c.h.
ShowShip.php?id=1941,1239,0,Racehorse,1860,W,S,Gunvessel,695,877,3,1864,,1864.11.04 wrecked Chefoo (modern Yantai) China
ShowShip.php?id=1942,1240,0,Racer,1833,W,W,Brig-sloop,431,,16,1852,,
ShowShip.php?id=171,1241,0,Racer,1857,W,S,Sloop,579,868,11,1876,381,
ShowShip.php?id=125,1242,0,Racoon,1857,W,S,Corvette,1467,2306,21,1877,382,
ShowShip.php?id=2481,1243,0,Rainbow,1823,W,W,6th rate,503,,28,1838,,
ShowShip.php?id=1943,1244,0,Rainbow,1856,W,S,Gunboat,232,,4,1888,383,1857 survey vessel. 1872 drill ship
ShowShip.php?id=2511,1245,0,Raleigh,1806,W,W,Brig-sloop,383,,18,1841,,1839 target
ShowShip.php?id=1944,1246,0,Raleigh,1845,W,W,4th rate,1939,,50,1857,,1857.04.14 wrecked near Macao
ShowShip.php?id=1945,1247,0,Raleigh,1873,I,S,Unarmoured frigate,3215,5200,22,1905,384,
ShowShip.php?id=1947,1248,0,Rambler,1856,W,S,Gunboat,212,,2,1869,385,Laid down as Ramble
ShowShip.php?id=2586,1249,0,Rambler,1880,C,S,Gunboat,,835,3,1907,,1884 = survey vessel
ShowShip.php?id=2448,1250,0,Ramillies,1785,W,W,3rd rate,1670,,74,1850,,1831.06 h.s.
ShowShip.php?id=1948,1251,0,Ranger,1835,W,W,Packet brig,363,,8,1867,,1860 hulk
ShowShip.php?id=1950,1252,0,Ranger,1859,W,S,Gunvessel,428,570,5,1869,386,
ShowShip.php?id=2449,1253,0,Rapid,1808,W,W,Brig-sloop,261,,14,1814,,
,1254,0,Rapid,1829,W,W,Brig-sloop,235,,10,1838,,1838.04.12 wrecked off Crete
ShowShip.php?id=1951,1255,0,Rapid,1840,W,W,Brig,319,,8,1856,,
ShowShip.php?id=172,1256,0,Rapid,1860,W,S,Sloop,672,896,11,1881,,
ShowShip.php?id=137,1257,0,Rattler,1843,W,S,Sloop,888,1112,11,1856,,Laid down as Ardent
ShowShip.php?id=173,1258,0,Rattler,1862,W,S,Sloop (1862: Corvette),950,1280,17,1868,387,1868.09.24 wrecked China station
ShowShip.php?id=1952,1259,0,Rattlesnake,1822,W,W,6th rate,503,,28,1860,,
ShowShip.php?id=126,1260,0,Rattlesnake,1861,W,S,Corvette,1705,2431,21,1882,,
ShowShip.php?id=1953,1261,0,Raven,1829,W,W,Survey cutter,108,,4,1859,,1848 quarantine ship. 1850 Coastguard
,1262,0,Raven,1855,W,W,Mortar vessel,155,,1,1856,,1855.10 = MV.13
ShowShip.php?id=1955,1263,0,Raven,1856,W,S,Gunboat,232,,4,1875,388,
ShowShip.php?id=1956,1264,0,Ready,1856,W,S,Gunboat,233,,2,1864,389,
,1265,1,Ready,1872,W,S,Gunvessel,462,610,4,1920,390,1894 tank vessel. 1916 = Drudge
,1265,2,Drudge,1916,,,,,,,,,Ready 1872
ShowShip.php?id=2450,1266,0,Recruit,1806,W,W,Brig-sloop,383,,18,1822,,
ShowShip.php?id=1958,1267,0,Recruit,1846,I,W,Brig,462,,12,1849,,
ShowShip.php?id=1959,1268,0,Recruit,1855,I,P,Gunboat,540,468,6,1869,,ex-Prussian Nix launched 1851
ShowShip.php?id=1960,1269,0,Redbreast,1805,W,W,Gun-brig,178,,12,1850,,1815 Customs hulk
,1270,0,Redbreast,1817,W,W,Cutter tender,80,,12,1850,,
,1271,0,Redbreast,1855,W,W,Mortar vessel,155,,1,1865,,1855.10 = MV.19
ShowShip.php?id=1963,1272,0,Redbreast,1856,W,S,Gunboat,232,,4,1864,,
ShowShip.php?id=2512,1273,0,Redoubtable,1815,W,W,3rd rate,1759,,74,1841,,
ShowShip.php?id=1939,1274,0,Redpole,1855,W,P,Tug,360,,0,1872,391,
ShowShip.php?id=1964,1275,0,Redwing,1837,W,P,Packet,139,,,1849,,
ShowShip.php?id=1965,1276,0,Redwing,1855,W,S,Gunboat,232,,3,1878,392,1857 h.s.
ShowShip.php?id=1966,1277,1,Refuge,1850,W,W,Discovery vessel,424,,0,1879,,Ex-Ptarmigan purchased. 1850.03 = Resolute. 1855 abandoned in the Artic and later salved
ShowShip.php?id=1980,1277,2,Resolute,1850,,,,,,,,,Refuge 1850
ShowShip.php?id=1967,1278,0,Reindeer,1829,W,W,Packet brig,230,,8,1847,,1841 h.s.
ShowShip.php?id=174,1279,0,Reindeer,1866,W,S,Sloop (1862: Corvette),953,1365,17,1876,393,
ShowShip.php?id=1969,1281,0,Renard,1856,W,S,Gunvessel,682,850,4,1866,394,
,1282,0,Renard,1873,W,W,Schooner,120,,1,1883,,
,1283,0,Renira,1847,W,W,Schooner tender,86,,,1850,,
ShowShip.php?id=1972,1284,0,Rennie,1813,W,W,,40,,,1863,,18?? tank vessel
ShowShip.php?id=55,1285,0,Renown,1857,W,S,2nd rate,3319,5500,91,1870,395,Sold North German Confederation navy
ShowShip.php?id=1975,1286,0,Repulse,1868,W,S,Central battery ironclad,3749,6190,12,1889,396,1881 guard ship
ShowShip.php?id=1976,1287,0,Research,1863,W,S,Central battery ironclad sloop,1253,1741,4,1884,,Laid down as Trent Cameleon class wooden screw sloop
ShowShip.php?id=1977,1288,0,Resistance,1805,W,W,5th rate,1081,,38,1858,,1842 troopship
ShowShip.php?id=1978,1289,0,Resistance,1861,I,S,Broatside ironclad frigate,3710,6070,18,1900,397,1885 target. 1898 sold. 1899.03.05 foundered in Hollyhead Bay raised and broken up
ShowShip.php?id=1979,1290,0,Resolute,1805,W,W,Gun-brig,181,,12,1852,,1814 tender. 1816 diving bell vessel. 1844 convict hulk
ShowShip.php?id=1981,1292,1,Resolute,1855,I,S,Storeship,1593,,,1877,4,1857 Adventure troopship
ShowShip.php?id=1016,1292,2,Adventure,1857,,,,,,,,,Resolute 1855
ShowShip.php?id=1982,1293,0,Retribution,1844,W,P,1st class frigate,1641,,10,1864,,Laid down as Watt
ShowShip.php?id=1983,1294,0,Revenge,1805,W,W,3rd rate,1954,,74,1849,,
ShowShip.php?id=56,1295,1,Revenge,1859,W,S,2nd rate,3322,5260,91,1923,,1872 base ship. 1890 = Empress t.s.
ShowShip.php?id=1399,1295,2,Empress,1890,,,,,,,,,Revenge 1859
ShowShip.php?id=2588,1296,0,Revenge,1892,I,S,First class battleship,,14150,14,1919,,1915 = Redoubtable
ShowShip.php?id=1984,1297,1,Reynard,1821,W,W,Brig-sloop,237,,10,1857,,1828 = Renard. 1841 mooring vessel
ShowShip.php?id=1968,1297,2,Renard,1828,,,,,,,,,Reynard 1821
ShowShip.php?id=175,1298,0,Reynard,1848,W,S,Sloop,516,656,8,1851,,1851.05.31 wrecked Pratas Schoal China
ShowShip.php?id=1985,1299,0,Rhadamanthus,1832,W,P,2nd class sloop,813,1086,5,1864,,
ShowShip.php?id=1986,1300,0,Rhin,1806,W,W,5th rate,1080,,38,1884,,1806.07.27 captured French
ShowShip.php?id=2489,1301,0,Rifleman,1809,W,W,Brig-sloop,387,,18,1836,,
ShowShip.php?id=1987,1302,0,Rifleman,1846,W,S,Gunboat,486,592,9,1869,398,
,1303,0,Rifleman,1872,W,S,Gunvessel,462,610,4,1890,399,
ShowShip.php?id=176,1304,0,Rinaldo,1860,W,S,Sloop (1862: Corvette),951,1365,17,1884,,
ShowShip.php?id=2451,1305,0,Ringdove,1806,W,W,Brig-sloop,385,,18,1829,,
ShowShip.php?id=1989,1306,0,Ringdove,1833,W,W,Brig-sloop,429,,16,1850,,
ShowShip.php?id=1990,1307,0,Ringdove,1856,W,S,Gunvessel,674,,4,1866,400,
ShowShip.php?id=1991,1308,0,Ringdove,1867,W,S,Gunvessel,666,774,3,1882,401,
,1309,0,Ripple,1856,W,S,Gunboat,232,,4,1866,402,
,1310,0,Rochester,1833,W,,Dockyard craft,,,,1877,,
ShowShip.php?id=1994,1311,0,Rocket,1842,I,P,Tender,70,,,1850,,
,1312,0,Rocket,1855,W,W,Mortar vessel,156,,1,1865,,1855.10 = MV.20
,1313,0,Rocket,1856,W,S,Gunboat,232,,4,1864,,
ShowShip.php?id=1997,1314,0,Rocket,1868,C,S,Gunvessel,464,584,4,1888,403,
ShowShip.php?id=37,1315,0,Rodney,1833,W,W,2nd rate,2590,,92,1884,404,1860 screw 91 guns
ShowShip.php?id=1998,1316,0,Roebuck,1856,W,S,Gunvessel,868,,6,1864,,
ShowShip.php?id=1999,1317,0,Rolla,1829,W,W,Sloop,231,,10,1868,,
ShowShip.php?id=2000,1318,0,Romney,1815,W,W,4th rate,1227,,58,1845,,1820 troopship. 1837 depot for freed slaves
ShowShip.php?id=177,1320,0,Rosario,1860,W,S,Sloop,673,927,11,1884,,
ShowShip.php?id=2002,1321,0,Rose,1821,W,W,Sloop,398,,18,1851,,
ShowShip.php?id=2003,1322,0,Rose,1856,W,S,Gunboat,232,,4,1868,405,
ShowShip.php?id=2004,1323,0,Rose,1857,W,W,Survey cutter,37,,,1864,,Stranded
ShowShip.php?id=2477,1324,0,Rover,1808,W,W,Brig-sloop,385,,18,1828,,
ShowShip.php?id=2355,1325,0,Rover,1832,W,W,Sloop,590,,18,1845,,
,1326,0,Rover,1853,W,W,Brig,560,,16,1862,,Sold to Prussian navy
,1327,0,Rover,1874,I,S,Corvette,,3490,18,1893,,
ShowShip.php?id=2007,1328,0,Royal Adelaide,1828,W,W,1st rate,2446,4122,104,1905,,Laid down as London. 1860 d.s.
,1329,0,Royal Adelaide,1833,W,W,Yacht,50,,,1877,,On Virginia Water for use of Prince of Wales
ShowShip.php?id=4,1330,0,Royal Albert,1854,W,S,1st rate,3726,5517,121,1884,406,
ShowShip.php?id=2009,1331,0,Royal Alfred,1864,W,S,Central battery ironclad,4068,6707,18,1885,407,1874 h.s.
,1332,0,Royal Charlotte,1824,W,W,Yacht,202,,6,1832,,
,1333,0,Royal Escape,1792,W,W,Transport,110,,,1877,,1816? dockyard service. By 1866 = YC.4
ShowShip.php?id=2341,1334,1,Royal George,1809,W,W,Sloop,340,,20,18??,,1814 = Niagara
ShowShip.php?id=2351,1334,2,Niagara,1814,,,,,,,,,Royal George 1809
ShowShip.php?id=2012,1335,0,Royal George,1817,W,W,Yacht,330,,,1905,,1843 h.s.
ShowShip.php?id=5,1336,0,Royal George,1827,W,W,1st rate,2616,,120,1875,408,Laid down as Neptune. 1853 screw
ShowShip.php?id=2013,1337,0,Royal Oak,1809,W,W,3rd rate,1759,,74,1850,,1825 h.s.
ShowShip.php?id=2014,1338,0,Royal Oak,1862,W,S,Broadside ironclad frigate,4056,6366,35,1885,,
ShowShip.php?id=2497,1339,1,Royal Sovereign,1786,W,W,1st rate,2175,,100,1841,,1825 = Captain h.s.
,1339,2,Captain,1825,,,,,,,,,
ShowShip.php?id=2015,1340,0,Royal Sovereign,1804,W,W,Yacht,278,,,1849,,
ShowShip.php?id=6,1341,0,Royal Sovereign,1857,W,S,1st rate,3765,6071,131,1885,409,1864 ironclad turret ship 5080 disp 5 guns
,1342,0,Royal Sovereign,1891,S,S,1st class battleship,,14150,42,1913,,
ShowShip.php?id=38,1343,1,Royal William,1833,W,W,1st rate,2694,,120,1899,,1860 screw 89 guns. 1885 = Clarence t.s. 1899.07.26 burnt by accident in the Mersey
ShowShip.php?id=1242,1343,2,Clarence,1885,,,,,,,,,Royal William 1833
ShowShip.php?id=2452,1344,0,Royalist,1823,W,W,brig-sloop,231,,10,1838,,
ShowShip.php?id=2016,1345,0,Royalist,1841,W,W,Brig,249,,6,1895,,
ShowShip.php?id=178,1346,0,Royalist,1861,W,S,Sloop,669,918,11,1875,,
,1347,0,Ruby,1842,I,P,Tender,73,,,1846,,Expended in gunnery trials
ShowShip.php?id=2018,1348,0,Ruby,1854,W,S,Gunboat,216,,4,1868,410,
ShowShip.php?id=2582,1349,0,Ruby,1878,C,P,Corvette,1864,2120,12,1921,,1904 c.h.
,1350,0,Rupert,1872,I,S,Ironclad turret ram,,5440,4,1907,411,
ShowShip.php?id=67,1351,0,Russell,1822,W,W,3rd rate,1751,,74,1865,,1855 screw blockship 60 guns
,1353,1,Sabrina,1876,I,S,Gunboat,,363,3,1922,,1916 = Sabine diving tender
,1353,2,Sabine,1916,,,,,,,,,Sabrina 1876
,1354,0,Safeguard,1849,W,-0,Coastguard hulk (brig),,,,1862,,
ShowShip.php?id=2021,1355,0,Salamander,1832,W,P,2nd class sloop,818,1014,4,1883,,
ShowShip.php?id=2022,1356,0,Salamis,1863,W,P,Dispatch vessel,835,985,2,1873,412,
ShowShip.php?id=2023,1357,0,Samarang,1822,W,W,6th rate,500,,28,1883,,1847 guardship
ShowShip.php?id=2024,1358,0,Sampson,1844,W,P,2nd class frigate,1299,2100,4,1864,,
,1359,1,Sampson,1877,I,P,Tug,375,530,0,1923,,1918.07=Orient
,1359,2,Orient,1918,,,,,,,,,See Sampson 1877
ShowShip.php?id=2025,1360,0,San Josef,1797,W,W,1st rate,2457,,114,1849,,1797.02.14 captured at St Vincent (Spanish). 1839 gunnery training ship
ShowShip.php?id=2026,1361,0,Sandfly,1855,W,S,Gunboat,232,,4,1867,413,
,1362,0,Sandfly,1872,W,W,Survey schooner,120,,1,1883,,
